time (s),pressure,long,lat,g_x (dps),g_y (dps),g_z (dps),m_x (mT),m_y (mT),m_z (mT),temp (C),a_x (mg),a_y (mg),a_z (mg)
29.6090, 99904,  *********** ,  ********** ,  -0.011224, -0.064901, 0.017191, -1.246367, 24.830711, -5.682452, 30.030460, 0.341259, -0.853508, -9.962779
29.7308, 99903,  *********** ,  ********** ,  -0.022277, -0.042530, 0.015193, 0.000000, 22.151138, -4.821474, 30.054422, 0.360605, -0.858297, -9.962779
29.8527, 99905,  *********** ,  ********** ,  0.002225, -0.094196, 0.019454, -1.780525, 24.652072, -5.165865, 30.057418, 0.471846, -0.867874, -9.823907
29.9746, 99904,  *********** ,  ********** ,  0.015807, -0.075820, 0.015060, -1.424420, 24.294795, -4.821474, 30.042442, 0.249365, -1.068998, -10.116015
30.0965, 99906,  *********** ,  ********** ,  -0.041718, 0.042426, 0.007470, -0.534157, 23.401605, -4.304888, 30.051425, 0.283221, -0.819988, -10.063340
30.3556, 99899,  *********** ,  ********** ,  -0.159432, 0.309945, -0.013569, -0.890262, 22.687051, -6.026843, 30.045436, 0.288057, -1.006745, -10.446432
30.4817, 99902,  *********** ,  ********** ,  -0.004700, -0.106980, 0.019055, -2.670788, 22.687051, -4.649279, 30.045436, 0.645961, -0.590133, -9.823907
30.6048, 99904,  *********** ,  ********** ,  -0.034661, -0.013767, 0.067791, -1.780525, 23.222967, -6.199038, 30.060413, 0.234855, -0.345912, -9.785598
30.7279, 99903,  *********** ,  ********** ,  -0.033862, -0.039734, 0.256479, -2.670788, 23.044328, -6.371234, 30.051425, 0.312240, -0.757735, -10.374602
30.8498, 99903,  *********** ,  ********** ,  -0.035859, -0.055979, 0.418269, -1.424420, 23.937519, -5.854647, 30.051425, 0.394461, -0.623653, -10.278829
30.9717, 99900,  *********** ,  ********** ,  -0.039188, -0.052517, 0.443969, -2.848840, 25.723901, -5.510256, 30.051425, 1.835748, -1.102518, -9.675459
31.0935, 99903,  *********** ,  ********** ,  0.000227, -0.172761, 0.036898, -1.246367, 24.830711, -4.993670, 30.030460, 0.781384, -0.647597, -10.015454
31.3627, 99901,  *********** ,  ********** ,  0.053891, -0.239873, 0.031572, -0.356105, 26.795730, -6.199038, 30.045436, 0.283221, -0.901395, -10.197422
31.4886, 99903,  *********** ,  ********** ,  0.077460, -0.256651, 0.020653, 1.068315, 26.081178, -3.788301, 30.054422, 0.036558, -0.910972, -10.197422
31.6131, 99907,  *********** ,  ********** ,  -0.031332, 0.075982, -0.023956, 1.246367, 25.902540, -5.338061, 30.042442, -0.451932, -1.078575, -10.494318
31.7348, 99900,  *********** ,  ********** ,  0.049363, -0.181283, 0.038896, -0.534157, 24.830711, -4.993670, 30.036451, 0.210673, -0.781679, -9.862216
31.8568, 99907,  *********** ,  ********** ,  -0.094050, 0.102481, 0.004540, 0.534157, 26.974369, -6.026843, 30.042442, -0.306836, -0.954070, -10.321927
31.9786, 99908,  *********** ,  ********** ,  -0.010692, -0.081812, 0.019321, 0.178053, 25.902540, -4.993670, 30.039447, 0.989355, -0.537458, -9.287579
32.1018, 99903,  *********** ,  ********** ,  0.052426, -0.226557, 0.045554, 2.670788, 25.902540, -5.682452, 30.048431, -0.519644, -1.270121, -10.690652
32.3618, 99906,  *********** ,  ********** ,  -0.138925, 0.225788, -0.006112, 2.670788, 25.902540, -5.682452, 30.048431, 0.563740, -1.136039, -9.881371
32.4883, 99902,  *********** ,  ********** ,  -0.053702, -0.130016, 0.022251, 0.178053, 25.902540, -4.993670, 30.054422, -0.587355, -1.112095, -10.293195
32.6112, 99902,  *********** ,  ********** ,  -0.043849, 0.121124, 0.008802, 0.712210, 27.153007, -4.477083, 30.039447, 0.781384, -1.260543, -9.967567
32.7345, 99909,  *********** ,  ********** ,  -0.065021, 0.022852, 0.006804, 0.534157, 25.902540, -5.682452, 30.033454, -0.031154, -0.896606, -10.072917
32.8562, 99903,  *********** ,  ********** ,  0.002358, -0.198594, 0.027178, 0.534157, 25.902540, -5.682452, 30.045436, 0.926480, -0.365066, -9.000260
32.9783, 99904,  *********** ,  ********** ,  -0.005499, -0.089802, 0.020786, 0.890262, 25.902540, -5.338061, 30.042442, -0.925913, -1.188714, -10.393756
33.1001, 99905,  *********** ,  ********** ,  -0.094982, 0.184375, -0.002118, 1.780525, 25.366624, -4.477083, 30.048431, 0.824913, -0.676328, -9.368986
33.3316, 99903,  *********** ,  ********** ,  0.032985, -0.166902, 0.023183, 0.356105, 26.438453, -5.510256, 30.036451, 0.626615, -0.877452, -10.001088
33.4562, 99903,  *********** ,  ********** ,  -0.058896, 0.072920, 0.004141, 0.000000, 26.795730, -5.165865, 30.066402, 0.481519, -0.834354, -9.819119
33.5794, 99902,  *********** ,  ********** ,  0.014609, -0.140403, 0.024115, 0.000000, 25.009347, -4.132692, 30.039447, 0.471846, -0.690694, -9.713768
33.7013, 99904,  *********** ,  ********** ,  0.016073, -0.151988, 0.026645, 0.000000, 24.652072, -4.477083, 30.057418, 0.094596, -0.843931, -10.001088
33.8234, 99901,  *********** ,  ********** ,  -0.023475, -0.019094, 0.011864, -0.356105, 25.366624, -5.165865, 30.051425, -0.084356, -1.054632, -10.259675
33.9451, 99903,  *********** ,  ********** ,  -0.084596, 0.024316, 0.003875, -0.178053, 26.974369, -5.682452, 30.042442, 0.970009, -0.609287, -9.450393
34.0670, 99910,  *********** ,  ********** ,  0.057220, -0.279289, 0.032371, -0.712210, 26.795730, -5.165865, 30.042442, -0.258471, -0.681117, -9.934046
34.2936, 99903,  *********** ,  ********** ,  -0.099643, 0.180779, -0.004115, 0.890262, 24.473434, -4.304888, 30.051425, -0.069846, -1.088152, -10.250097
34.4194, 99902,  *********** ,  ********** ,  0.046567, -0.207915, 0.027977, 0.000000, 25.723901, -5.510256, 30.054422, 0.365442, -0.748158, -9.795176
34.5427, 99903,  *********** ,  ********** ,  -0.030666, -0.011104, 0.011731, 0.356105, 25.723901, -4.477083, 30.045436, -0.055337, -1.025900, -10.307561
34.6644, 99905,  *********** ,  ********** ,  -0.078470, 0.093426, 0.005739, 0.000000, 23.937519, -5.854647, 30.048431, 0.525047, -0.796045, -9.905315
34.7862, 99905,  *********** ,  ********** ,  -0.068483, 0.077980, 0.007869, 0.178053, 25.187986, -6.026843, 30.045436, 0.573413, -0.796045, -9.977145
34.9094, 99900,  *********** ,  ********** ,  -0.009227, -0.090601, 0.019588, 0.178053, 25.187986, -6.026843, 30.045436, 0.902297, -0.676328, -9.728135
35.0313, 99901,  *********** ,  ********** ,  -0.003235, -0.090335, 0.017191, 0.356105, 24.652072, -4.477083, 30.057418, 0.863605, -0.633231, -9.704192
35.1531, 99902,  *********** ,  ********** ,  0.075995, -0.281286, 0.017457, 0.356105, 24.652072, -4.477083, 30.057418, 0.452500, -0.796045, -9.847850
35.3685, 99902,  *********** ,  ********** ,  0.009149, -0.096060, 0.017856, -0.178053, 26.617092, -5.338061, 30.057418, -0.079519, -1.059420, -10.331504
35.4933, 99902,  *********** ,  ********** ,  0.001559, -0.090867, 0.018389, -0.178053, 25.902540, -5.338061, 30.057418, 0.259038, -0.877452, -10.020242
35.6151, 99905,  *********** ,  ********** ,  -0.025872, -0.026285, 0.012930, 0.890262, 28.046197, -5.338061, 30.057418, 0.283221, -0.891818, -9.981933
35.7369, 99905,  *********** ,  ********** ,  -0.012423, -0.053982, 0.015992, 1.246367, 25.545263, -4.304888, 30.039447, 0.360605, -0.877452, -9.910103
35.8601, 99904,  *********** ,  ********** ,  -0.003368, -0.052384, 0.012930, 0.712210, 25.366624, -5.854647, 30.054422, 0.225182, -1.006745, -10.125593
35.9820, 99902,  *********** ,  ********** ,  -0.026538, -0.038269, 0.014394, 0.000000, 27.153007, -5.510256, 30.033454, 0.346096, -0.824777, -9.895737
36.1038, 99903,  *********** ,  ********** ,  -0.007629, -0.046791, 0.031572, 0.356105, 26.081178, -5.854647, 30.045436, 0.592759, -0.949281, -9.943624
36.3791, 99902,  *********** ,  ********** ,  -0.036392, -0.008974, 0.000146, -0.712210, 23.580242, -4.821474, 30.060413, 0.757201, -0.839142, -9.833485
36.5052, 99903,  *********** ,  ********** ,  -0.043183, 0.006739, 0.007204, 2.136630, 25.009347, -4.821474, 30.063407, 0.123615, -0.872663, -10.068128
36.6296, 99903,  *********** ,  ********** ,  -0.004966, -0.056246, 0.012264, 1.780525, 26.438453, -3.788301, 30.045436, 0.447663, -0.915761, -9.938835
36.7514, 99903,  *********** ,  ********** ,  0.005953, -0.076752, 0.011332, 0.356105, 25.723901, -6.199038, 30.030460, 0.133288, -0.800833, -9.977145
36.8733, 99904,  *********** ,  ********** ,  -0.019480, -0.032010, 0.012663, 1.780525, 26.795730, -5.165865, 30.048431, 0.520211, -0.882240, -9.833485
36.9952, 99903,  *********** ,  ********** ,  0.007019, -0.065833, 0.018789, 0.712210, 27.153007, -5.165865, 30.039447, 0.249365, -0.949281, -10.029819
37.1172, 99902,  *********** ,  ********** ,  -0.018948, -0.016697, 0.008802, -0.890262, 26.259815, -5.682452, 30.051425, 0.413807, -1.049843, -10.120803
37.3794, 99901,  *********** ,  ********** ,  -0.024008, -0.067165, 0.020253, 0.178053, 26.617092, -4.304888, 30.048431, 0.215509, -0.757735, -9.890949
37.5060, 99903,  *********** ,  ********** ,  -0.016950, -0.065700, 0.018256, -0.356105, 26.081178, -5.854647, 30.048431, 0.113942, -0.757735, -9.967567
37.6305, 99907,  *********** ,  ********** ,  -0.009227, -0.059042, 0.016791, -0.712210, 24.652072, -5.510256, 30.045436, 0.244529, -0.973225, -10.015454
37.7522, 99900,  *********** ,  ********** ,  -0.020546, -0.043862, 0.013196, 1.424420, 26.438453, -5.510256, 30.045436, 0.292894, -0.757735, -9.962779
37.8742, 99903,  *********** ,  ********** ,  -0.012956, -0.070627, 0.020653, -0.178053, 26.259815, -5.682452, 30.042442, 0.283221, -0.819988, -10.072917
37.9959, 99905,  *********** ,  ********** ,  -0.018815, -0.063569, 0.015859, 0.178053, 26.259815, -5.338061, 30.042442, 0.167144, -0.906184, -9.981933
38.1192, 99901,  *********** ,  ********** ,  -0.008162, -0.037603, 0.017324, -0.890262, 27.331645, -3.271715, 30.048431, 0.307403, -1.049843, -10.130381
38.3805, 99904,  *********** ,  ********** ,  -0.026671, -0.075421, 0.022650, 1.068315, 27.510284, -5.854647, 30.051425, 0.036558, -0.719426, -9.790387
38.5066, 99901,  *********** ,  ********** ,  0.004222, -0.079016, 0.065128, -1.602473, 27.331645, -5.338061, 30.042442, 0.926480, -1.078575, -9.991510
38.6297, 99902,  *********** ,  ********** ,  -0.004300, -0.066366, 0.009734, 1.246367, 25.902540, -4.304888, 30.027465, 0.036558, -0.819988, -9.862216
38.7529, 99901,  *********** ,  ********** ,  -0.038522, 0.016993, 0.007736, -0.178053, 25.545263, -5.682452, 30.033454, 0.157471, -0.810411, -10.005876
38.8748, 99905,  *********** ,  ********** ,  -0.026671, -0.034540, 0.014927, -0.890262, 26.259815, -5.682452, 30.051425, 0.360605, -0.748158, -9.833485
38.9966, 99905,  *********** ,  ********** ,  -0.004167, -0.090068, 0.019588, -0.356105, 26.081178, -5.510256, 30.048431, 0.321913, -0.815199, -9.957989
39.1186, 99904,  *********** ,  ********** ,  -0.028269, -0.030679, 0.015060, -0.178053, 25.187986, -5.338061, 30.042442, 0.268711, -0.901395, -10.068128
39.4051, 99902,  *********** ,  ********** ,  -0.013621, -0.067031, 0.006937, -0.178053, 25.187986, -5.338061, 30.042442, 0.496028, -0.666751, -9.752078
39.5328, 99904,  *********** ,  ********** ,  -0.024674, -0.016830, -0.600139, -0.712210, 25.723901, -5.510256, 30.045436, 0.442826, -0.992379, -10.096860
39.6558, 99899,  *********** ,  ********** ,  -0.000438, -0.106314, -0.654868, -1.602473, 21.972499, -4.649279, 30.024471, 0.534721, -0.978013, -9.780810
39.7778, 99906,  *********** ,  ********** ,  -0.009760, -0.106846, -0.474037, -0.356105, 21.436584, -4.132692, 30.045436, -0.466442, -0.685906, -9.981933
39.8996, 99904,  *********** ,  ********** ,  -0.003368, -0.090068, -0.312114, -1.424420, 20.007478, -5.854647, 30.027465, 0.273548, -0.848720, -10.001088
40.0228, 99905,  *********** ,  ********** ,  -0.012689, -0.031078, -0.366843, -1.602473, 20.186117, -4.993670, 30.039447, 0.065577, -0.767313, -10.211788
40.1446, 99903,  *********** ,  ********** ,  0.038977, -0.081413, -0.013702, -1.602473, 20.186117, -4.993670, 30.042442, -0.103702, -0.633231, -9.862216
40.4066, 99901,  *********** ,  ********** ,  -0.021211, -0.045992, 0.014661, -0.712210, 20.364755, -3.443910, 30.048431, 0.239692, -0.858297, -9.986721
40.5336, 99904,  *********** ,  ********** ,  -0.015486, -0.064235, 0.026246, -1.602473, 19.828840, -4.993670, 30.033454, 0.104269, -0.872663, -10.068128
40.6579, 99899,  *********** ,  ********** ,  -0.026005, -0.032943, 0.045154, -1.602473, 19.114288, -3.271715, 30.042442, 0.631451, -0.920549, -9.838274
40.7798, 99901,  *********** ,  ********** ,  -0.015885, -0.032543, 0.019055, -1.424420, 19.292926, -5.165865, 30.033454, 0.786220, -0.891818, -9.823907
40.9017, 99902,  *********** ,  ********** ,  -0.011757, -0.045060, 0.012930, -1.424420, 19.292926, -5.165865, 30.039447, 0.496028, -0.829565, -9.814331
41.0235, 99902,  *********** ,  ********** ,  0.004622, -0.095528, 0.018789, -1.602473, 19.471565, -4.304888, 30.039447, 0.244529, -0.973225, -10.048974
41.1454, 99903,  *********** ,  ********** ,  -0.015885, -0.025619, 0.019454, -1.424420, 18.578372, -3.099519, 30.039447, 0.476682, -0.551824, -8.904487
41.4081, 99902,  *********** ,  ********** ,  0.031919, -0.120828, 0.020120, -0.712210, 19.292926, -4.132692, 30.039447, 0.133288, -1.006745, -10.159112
41.5341, 99900,  *********** ,  ********** ,  -0.008961, -0.059042, 0.011864, -0.890262, 18.757011, -2.582933, 30.036451, 0.607269, -0.954070, -9.661093
41.6573, 99898,  *********** ,  ********** ,  -0.025606, -0.048389, 0.013995, -1.780525, 19.292926, -4.477083, 30.036451, 0.437990, -1.112095, -10.159112
41.7804, 99901,  *********** ,  ********** ,  -0.039321, -0.071559, 0.010266, -1.780525, 19.650201, -3.443910, 30.027465, 0.288057, -0.652385, -9.637150
41.9025, 99903,  *********** ,  ********** ,  -0.036525, -0.001517, -0.000386, -1.602473, 19.471565, -3.271715, 30.048431, 0.094596, -0.374644, -11.078533
42.0241, 99902,  *********** ,  ********** ,  -0.020679, -0.049854, 0.022650, -0.178053, 21.257946, -3.271715, 30.030460, 0.747528, -1.203080, -9.886160
42.1474, 99902,  *********** ,  ********** ,  -0.051039, 0.057606, -0.015034, -1.246367, 19.114288, -4.649279, 30.042442, -0.248798, -0.824777, -11.317966
42.4088, 99903,  *********** ,  ********** ,  -0.007096, -0.062504, 0.022517, -1.424420, 18.578372, -5.165865, 30.030460, 0.500865, -1.083364, -9.321100
42.5336, 99905,  *********** ,  ********** ,  -0.020412, -0.022689, 0.012397, -0.890262, 20.186117, -3.960497, 30.042442, 0.510538, -0.863086, -9.780810
42.6580, 99899,  *********** ,  ********** ,  -0.023076, -0.036138, 0.010533, -0.712210, 18.935649, -5.510256, 30.051425, 0.452500, -0.709849, -9.967567
42.7799, 99902,  *********** ,  ********** ,  -0.010425, -0.037204, 0.011864, -1.780525, 18.578372, -4.132692, 30.030460, 0.404134, -0.786467, -10.130381
42.9018, 99904,  *********** ,  ********** ,  -0.034794, -0.012835, 0.025580, -0.534157, 19.471565, -3.616106, 30.033454, 0.191327, -0.642808, -9.675459
43.0236, 99902,  *********** ,  ********** ,  -0.013621, -0.051851, 0.018522, -1.780525, 18.221096, -3.788301, 30.033454, 0.331586, -0.920549, -9.957989
43.1467, 99903,  *********** ,  ********** ,  -0.048909, 0.026047, 0.009734, -2.136630, 17.863821, -5.165865, 30.030460, 0.626615, -0.853508, -9.852640
43.4067, 99900,  *********** ,  ********** ,  -0.060760, 0.056674, 0.009734, -2.670788, 19.828840, -4.304888, 30.048431, 0.529884, -0.719426, -9.948412
43.5344, 99906,  *********** ,  ********** ,  -0.032264, 0.007671, 0.011198, -1.424420, 19.650201, -4.132692, 30.042442, 0.379952, -0.743370, -10.092072
43.6576, 99905,  *********** ,  ********** ,  -0.007496, -0.110708, 0.021585, -3.917155, 19.292926, -3.788301, 30.057418, 0.176817, -0.451262, -10.178267
43.7794, 99883,  *********** ,  ********** ,  -0.004167, -0.043063, 0.018522, -2.314682, 18.399734, -4.649279, 30.048431, 1.569739, -0.944493, -9.407295
43.9013, 99905,  *********** ,  ********** ,  -0.037856, -0.043995, 0.016525, -2.848840, 18.221096, -4.821474, 30.042442, 0.452500, -0.882240, -10.077706
44.0243, 99901,  *********** ,  ********** ,  0.060416, -0.165570, 0.014661, -1.780525, 18.221096, -5.165865, 30.042442, 0.916807, -0.729004, -9.503068
44.1463, 99901,  *********** ,  ********** ,  0.065343, -0.257317, -0.011306, -0.356105, 18.935649, -4.821474, 30.039447, 1.202162, -0.997168, -9.977145
44.3615, 99900,  *********** ,  ********** ,  0.010747, -0.115102, 0.015992, -0.534157, 18.757011, -2.927324, 30.024471, 0.418644, -1.404203, -10.479952
44.4849, 99903,  *********** ,  ********** ,  -0.096314, 0.073452, 0.006405, -1.068315, 18.578372, -3.788301, 30.039447, 0.679817, -0.819988, -9.737711
44.6068, 99902,  *********** ,  ********** ,  0.028724, -0.166236, 0.028110, -1.780525, 18.221096, -3.788301, 30.036451, 0.370278, -0.685906, -9.823907
44.7300, 99902,  *********** ,  ********** ,  0.008616, -0.080214, 0.017856, -1.246367, 19.471565, -4.993670, 30.036451, 0.089759, -1.078575, -10.331504
44.8519, 99903,  *********** ,  ********** ,  -0.044248, 0.018590, 0.009201, -1.246367, 19.471565, -4.993670, 30.033454, 0.539557, -0.887029, -9.833485
44.9737, 99902,  *********** ,  ********** ,  0.002757, -0.086739, 0.017723, -0.534157, 18.757011, -4.304888, 30.024471, 0.471846, -0.776890, -9.833485
45.0969, 99904,  *********** ,  ********** ,  -0.009760, -0.062105, 0.016125, -2.670788, 18.399734, -3.616106, 30.018480, 0.254202, -0.872663, -10.044185
45.3546, 99901,  *********** ,  ********** ,  -0.027204, -0.027350, 0.013329, -2.314682, 18.757011, -4.649279, 30.042442, 0.486355, -0.762524, -9.881371
45.4806, 99901,  *********** ,  ********** ,  -0.024940, -0.023888, 0.012131, -0.712210, 18.578372, -4.477083, 30.027465, 0.399298, -0.776890, -9.871794
45.6038, 99904,  *********** ,  ********** ,  -0.008162, -0.070627, 0.016924, -0.890262, 19.114288, -3.271715, 30.024471, 0.365442, -0.800833, -9.924469
45.7256, 99902,  *********** ,  ********** ,  -0.021478, -0.037470, 0.014927, -1.602473, 18.042459, -3.960497, 30.036451, 0.365442, -0.805622, -9.948412
45.8488, 99904,  *********** ,  ********** ,  -0.014420, -0.055846, 0.015593, -1.068315, 18.578372, -4.821474, 30.018480, 0.447663, -0.829565, -9.981933
45.9707, 99905,  *********** ,  ********** ,  -0.014553, -0.054781, 0.014794, -1.780525, 19.292926, -4.132692, 30.045436, 0.365442, -0.839142, -10.005876
46.0925, 99900,  *********** ,  ********** ,  -0.015619, -0.050786, 0.013462, -0.890262, 18.042459, -3.960497, 30.057418, 0.418644, -0.863086, -9.886160
46.3552, 99903,  *********** ,  ********** ,  -0.019081, -0.047057, 0.014794, -1.602473, 18.757011, -5.338061, 30.030460, 0.370278, -0.824777, -9.934046
46.4813, 99901,  *********** ,  ********** ,  -0.016151, -0.052384, 0.015326, -2.492735, 18.221096, -4.477083, 30.033454, 0.360605, -0.805622, -9.986721
46.6044, 99903,  *********** ,  ********** ,  -0.011757, -0.054914, 0.015060, -1.602473, 18.042459, -3.616106, 30.042442, 0.375115, -0.829565, -9.919680
46.7263, 99903,  *********** ,  ********** ,  -0.019347, -0.046125, 0.015460, -1.602473, 18.757011, -4.304888, 30.051425, 0.384788, -0.786467, -9.948412
46.8494, 99899,  *********** ,  ********** ,  -0.015086, -0.054514, 0.015859, -2.136630, 19.292926, -4.132692, 30.024471, 0.413807, -0.848720, -9.962779
46.9713, 99900,  *********** ,  ********** ,  -0.018815, -0.044261, 0.020786, -1.246367, 20.186117, -4.304888, 30.042442, 0.573413, -1.250966, -10.250097
